ردیف,عنوان,شاپا,شاپای الکترونیکی,ضریب تاثیر,سال,استنادهای تجمعی,ضريب تاثير آنی,مقالات,کیفیت در موضوع سطح میانی,زبان,کشور,استان,ناشر
157,آمايش محيط,2676783X,26767848,1.013,1400,362,0.225,40,علوم اجتماعي (Q1),فارسی,ايران,همدان,دانشگاه آزاد اسلامي واحد ملاير
158,آمايش محيط,2676783X,26767848,1,1401,361,0.075,40,علوم اجتماعي (Q1),فارسی,ايران,همدان,دانشگاه آزاد اسلامي واحد ملاير
159,آمايش محيط,2676783X,26767848,0.516,1396,267,0.188,32,علوم اجتماعي (Q1),فارسی,ايران,همدان,دانشگاه آزاد اسلامي واحد ملاير
160,آمايش محيط,2676783X,26767848,0.026,1387,1,0,,جغرافيا (Q4),فارسی,ايران,همدان,دانشگاه آزاد اسلامي واحد ملاير
161,آمايش محيط,2676783X,26767848,0.422,1394,108,0,32,جغرافيا (Q1),فارسی,ايران,همدان,دانشگاه آزاد اسلامي واحد ملاير
162,آمايش محيط,2676783X,26767848,0.484,1393,110,0.125,32,جغرافيا (Q1),فارسی,ايران,همدان,دانشگاه آزاد اسلامي واحد ملاير
163,آمايش محيط,2676783X,26767848,0.25,1392,50,0.031,32,جغرافيا (Q2),فارسی,ايران,همدان,دانشگاه آزاد اسلامي واحد ملاير
164,آمايش محيط,2676783X,26767848,0.569,1391,51,0.031,32,جغرافيا (Q1),فارسی,ايران,همدان,دانشگاه آزاد اسلامي واحد ملاير
165,آمايش محيط,2676783X,26767848,0.544,1390,38,0.031,32,جغرافيا (Q1),فارسی,ايران,همدان,دانشگاه آزاد اسلامي واحد ملاير
166,آمايش محيط,2676783X,26767848,0.703,1395,221,0.25,32,جغرافيا (Q1),فارسی,ايران,همدان,دانشگاه آزاد اسلامي واحد ملاير
167,آموزش بهداشت و ارتقاي سلامت ايران,,23453265,0.193,1398,69,0.048,42,"علوم اجتماعي (Q3), پزشكي (Q2)",فارسی,ايران,تهران,انجمن علمي آموزش بهداشت و ارتقاي سلامت ايران
168,آموزش بهداشت و ارتقاي سلامت ايران,,23453265,0.034,1394,4,0.051,39,آموزش بهداشت و ارتقاي سلامت (Q3),فارسی,ايران,تهران,انجمن علمي آموزش بهداشت و ارتقاي سلامت ايران
169,آموزش بهداشت و ارتقاي سلامت ايران,,23453265,0.516,1401,146,0,16,"علوم اجتماعي (Q2), پزشكي (Q1)",فارسی,ايران,تهران,انجمن علمي آموزش بهداشت و ارتقاي سلامت ايران
170,آموزش بهداشت و ارتقاي سلامت ايران,,23453265,0.622,1400,166,0.063,32,"علوم اجتماعي (Q1), پزشكي (Q1)",فارسی,ايران,تهران,انجمن علمي آموزش بهداشت و ارتقاي سلامت ايران
171,آموزش بهداشت و ارتقاي سلامت ايران,,23453265,0.512,1399,137,0.094,32,"علوم اجتماعي (Q2), پزشكي (Q1)",فارسی,ايران,تهران,انجمن علمي آموزش بهداشت و ارتقاي سلامت ايران
172,آموزش بهداشت و ارتقاي سلامت ايران,,23453265,0.082,1397,46,0.024,42,"علوم اجتماعي (Q3), پزشكي (Q3)",فارسی,ايران,تهران,انجمن علمي آموزش بهداشت و ارتقاي سلامت ايران
173,آموزش بهداشت و ارتقاي سلامت ايران,,23453265,0.127,1396,25,0,41,"علوم اجتماعي (Q3), پزشكي (Q2)",فارسی,ايران,تهران,انجمن علمي آموزش بهداشت و ارتقاي سلامت ايران
174,آموزش بهداشت و ارتقاي سلامت ايران,,23453265,0.1,1395,12,0,32,آموزش بهداشت و ارتقاي سلامت (Q3),فارسی,ايران,تهران,انجمن علمي آموزش بهداشت و ارتقاي سلامت ايران
175,آموزش در علوم انتظامي,23829613,,N/A,1401,11,N/A,25,علوم اجتماعي (N/A),فارسی,ايران,تهران,معاونت تربيت وآموزش ناجا
176,آموزش در علوم انتظامي,23829613,,N/A,1398,0,N/A,0,علوم اجتماعي (N/A),فارسی,ايران,تهران,معاونت تربيت وآموزش ناجا
177,آموزش عالي ايران,20088000,,0.245,1401,97,0,24,علوم اجتماعي (Q3),فارسی,ايران,تهران,انجمن آموزش عالي ايران
178,آموزش عالي ايران,20088000,,0.17,1400,91,0,26,علوم اجتماعي (Q3),فارسی,ايران,تهران,انجمن آموزش عالي ايران
179,آموزش عالي ايران,20088000,,0.313,1399,127,0,23,علوم اجتماعي (Q3),فارسی,ايران,تهران,انجمن آموزش عالي ايران
180,آموزش عالي ايران,20088000,,N/A,1398,79,N/A,0,علوم اجتماعي (N/A),فارسی,ايران,تهران,انجمن آموزش عالي ايران
181,آموزش عالي ايران,20088000,,N/A,1397,102,N/A,12,علوم اجتماعي (N/A),فارسی,ايران,تهران,انجمن آموزش عالي ايران
182,آموزش عالي ايران,20088000,,N/A,1395,63,N/A,18,علوم تربيتي (N/A),فارسی,ايران,تهران,انجمن آموزش عالي ايران
183,آموزش عالي ايران,20088000,,0.123,1393,59,0,,علوم تربيتي (Q2),فارسی,ايران,تهران,انجمن آموزش عالي ايران
184,آموزش عالي ايران,20088000,,0.14,1392,47,0,28,علوم تربيتي (Q2),فارسی,ايران,تهران,انجمن آموزش عالي ايران
185,آموزش عالي ايران,20088000,,0.167,1391,32,0,29,علوم تربيتي (Q1),فارسی,ايران,تهران,انجمن آموزش عالي ايران
186,آموزش عالي ايران,20088000,,0.383,1389,19,0,28,علوم تربيتي (Q1),فارسی,ايران,تهران,انجمن آموزش عالي ايران
187,آموزش عالي ايران,20088000,,0.214,1390,26,0,14,علوم تربيتي (Q1),فارسی,ايران,تهران,انجمن آموزش عالي ايران
188,آموزش علوم دريايي,25383655,,0.333,1401,95,0.116,43,"علوم اجتماعي (Q2), كسب و كار، مديريت و حسابداري (Q3), مهندسي (Q2)",فارسی,ايران,مازندران,دانشگاه علوم دريائي امام خميني(ره) نوشهر
189,آموزش علوم دريايي,25383655,,0.489,1400,102,0.016,61,"علوم اجتماعي (Q2), كسب و كار، مديريت و حسابداري (Q2), مهندسي (Q1)",فارسی,ايران,مازندران,دانشگاه علوم دريائي امام خميني(ره) نوشهر
190,آموزش علوم دريايي,25383655,,0.333,1399,79,0.18,50,"علوم اجتماعي (Q2), كسب و كار، مديريت و حسابداري (Q3), مهندسي (Q1)",فارسی,ايران,مازندران,دانشگاه علوم دريائي امام خميني(ره) نوشهر
191,آموزش علوم دريايي,25383655,,0.262,1398,28,0,40,"علوم اجتماعي (Q3), كسب و كار، مديريت و حسابداري (Q3), مهندسي (Q2)",فارسی,ايران,مازندران,دانشگاه علوم دريائي امام خميني(ره) نوشهر
192,آموزش علوم دريايي,25383655,,0.273,1397,24,0.057,35,"علوم اجتماعي (Q2), كسب و كار، مديريت و حسابداري (Q2), مهندسي (Q1)",فارسی,ايران,مازندران,دانشگاه علوم دريائي امام خميني(ره) نوشهر
193,آموزش علوم دريايي,25383655,,0.065,1396,4,0,30,"علوم اجتماعي (Q4), كسب و كار، مديريت و حسابداري (Q4), مهندسي (Q3)",فارسی,ايران,مازندران,دانشگاه علوم دريائي امام خميني(ره) نوشهر
194,آموزش علوم دريايي,25383655,,0,1395,0,0,25,علوم تربيتي (N/A),فارسی,ايران,مازندران,دانشگاه علوم دريائي امام خميني(ره) نوشهر
195,آموزش مهندسي ايران,16072316,26764881,0.217,1394,72,0.034,29,صنايع (Q2),فارسی,ايران,تهران,فرهنگستان علوم جمهوري اسلامي ايران
196,آموزش مهندسي ايران,16072316,26764881,0.293,1395,109,0.143,28,علوم فني و مهندسي (Q1),فارسی,ايران,تهران,فرهنگستان علوم جمهوري اسلامي ايران
197,آموزش مهندسي ايران,16072316,26764881,0.526,1396,131,0.25,28,"علوم اجتماعي (Q1), مهندسي (Q1)",فارسی,ايران,تهران,فرهنگستان علوم جمهوري اسلامي ايران
198,آموزش مهندسي ايران,16072316,26764881,0.393,1397,108,0.16,25,"علوم اجتماعي (Q1), مهندسي (Q1)",فارسی,ايران,تهران,فرهنگستان علوم جمهوري اسلامي ايران
199,آموزش مهندسي ايران,16072316,26764881,0.415,1398,80,0.037,27,"علوم اجتماعي (Q2), مهندسي (Q1)",فارسی,ايران,تهران,فرهنگستان علوم جمهوري اسلامي ايران
200,آموزش مهندسي ايران,16072316,26764881,0.269,1399,90,0,27,"علوم اجتماعي (Q3), مهندسي (Q2)",فارسی,ايران,تهران,فرهنگستان علوم جمهوري اسلامي ايران
201,آموزش مهندسي ايران,16072316,26764881,0.185,1400,102,0.074,27,"علوم اجتماعي (Q3), مهندسي (Q2)",فارسی,ايران,تهران,فرهنگستان علوم جمهوري اسلامي ايران
202,آموزش مهندسي ايران,16072316,26764881,0.463,1401,99,0.154,26,"علوم اجتماعي (Q2), مهندسي (Q1)",فارسی,ايران,تهران,فرهنگستان علوم جمهوري اسلامي ايران
203,آموزش مهندسي ايران,16072316,26764881,0.219,1393,48,0,29,صنايع (Q2),فارسی,ايران,تهران,فرهنگستان علوم جمهوري اسلامي ايران
204,آموزش مهندسي ايران,16072316,26764881,0.375,1392,56,0.097,31,صنايع (Q1),فارسی,ايران,تهران,فرهنگستان علوم جمهوري اسلامي ايران
205,آموزش مهندسي ايران,16072316,26764881,0.111,1391,19,0,33,صنايع (Q2),فارسی,ايران,تهران,فرهنگستان علوم جمهوري اسلامي ايران
206,آموزش مهندسي ايران,16072316,26764881,0.292,1390,43,0.226,31,صنايع (Q1),فارسی,ايران,تهران,فرهنگستان علوم جمهوري اسلامي ايران
207,آموزش مهندسي ايران,16072316,26764881,0.368,1389,39,0.031,32,صنايع (Q1),فارسی,ايران,تهران,فرهنگستان علوم جمهوري اسلامي ايران
208,آموزش مهندسي ايران,16072316,26764881,0.036,1381,2,0,,صنايع (Q1),فارسی,ايران,تهران,فرهنگستان علوم جمهوري اسلامي ايران
209,آموزش مهندسي ايران,16072316,26764881,0.368,1387,43,0.057,35,صنايع (Q1),فارسی,ايران,تهران,فرهنگستان علوم جمهوري اسلامي ايران
210,آموزش مهندسي ايران,16072316,26764881,0.639,1388,101,0.152,33,صنايع (Q1),فارسی,ايران,تهران,فرهنگستان علوم جمهوري اسلامي ايران
211,آموزش مهندسي ايران,16072316,26764881,0.509,1380,40,0.367,30,صنايع (Q1),فارسی,ايران,تهران,فرهنگستان علوم جمهوري اسلامي ايران
212,آموزش و اخلاق در پرستاري,,23225300,0.08,1399,5,0.048,21,"علوم اجتماعي (Q4), پرستاري (Q4)",فارسی,ايران,فارس,"دانشگاه علوم پزشكي جهرم، دانشكده پرستاري و پيراپزشكي / انجمن علمي پرستاري ايران"
213,آموزش و اخلاق در پرستاري,,23225300,0.143,1400,9,0.091,22,"علوم اجتماعي (Q4), پرستاري (Q3)",فارسی,ايران,فارس,"دانشگاه علوم پزشكي جهرم، دانشكده پرستاري و پيراپزشكي / انجمن علمي پرستاري ايران"
214,آموزش و اخلاق در پرستاري,,23225300,0.233,1401,18,0,22,"علوم اجتماعي (Q3), پرستاري (Q2)",فارسی,ايران,فارس,"دانشگاه علوم پزشكي جهرم، دانشكده پرستاري و پيراپزشكي / انجمن علمي پرستاري ايران"
215,آموزش و اخلاق در پرستاري,,23225300,0,1398,0,0,14,"علوم اجتماعي (N/A), پرستاري (N/A)",فارسی,ايران,فارس,"دانشگاه علوم پزشكي جهرم، دانشكده پرستاري و پيراپزشكي / انجمن علمي پرستاري ايران"
216,آموزش و اخلاق در پرستاري,,23225300,N/A,1397,0,N/A,6,"علوم اجتماعي (N/A), پرستاري (N/A)",فارسی,ايران,فارس,"دانشگاه علوم پزشكي جهرم، دانشكده پرستاري و پيراپزشكي / انجمن علمي پرستاري ايران"
217,آموزش و ارزشيابي,23456299,24765627,0.063,1389,4,0,32,علوم تربيتي (Q3),فارسی,ايران,آذربايجان شرقي,دانشگاه آزاد اسلامي واحد تبريز
218,آموزش و ارزشيابي,23456299,24765627,0.016,1390,2,0.031,32,علوم تربيتي (Q4),فارسی,ايران,آذربايجان شرقي,دانشگاه آزاد اسلامي واحد تبريز
219,آموزش و ارزشيابي,23456299,24765627,0.094,1391,11,0,32,علوم تربيتي (Q3),فارسی,ايران,آذربايجان شرقي,دانشگاه آزاد اسلامي واحد تبريز
220,آموزش و ارزشيابي,23456299,24765627,0.125,1392,31,0.031,32,علوم تربيتي (Q2),فارسی,ايران,آذربايجان شرقي,دانشگاه آزاد اسلامي واحد تبريز
221,آموزش و ارزشيابي,23456299,24765627,0.078,1393,54,0.063,32,علوم تربيتي (Q3),فارسی,ايران,آذربايجان شرقي,دانشگاه آزاد اسلامي واحد تبريز
